edge_id,:START_ID,:END_ID,:TYPE,doc_id,start_page:int,end_page:int,json_properties
"edge::APPEARS_IN::alg::NIST.FIPS.203::1::section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.3 Arithmetic With Arrays of Integers > Algorithm 1 ForExample ()",alg::NIST.FIPS.203::1,"section::NIST.FIPS.203::2. Terms, Acronyms, and Notation > 2.4 Interpreting the Pseudocode > 2.4.3 Arithmetic With Arrays of Integers > Algorithm 1 ForExample ()",APPEARS_IN,NIST.FIPS.203,17,17,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::10::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > Algorithm 10 NTT (𝑓),alg::NIST.FIPS.203::10,section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > Algorithm 10 NTT (𝑓),APPEARS_IN,NIST.FIPS.203,35,35,{}
"edge::APPEARS_IN::alg::NIST.FIPS.203::11::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain > Algorithm 11 MultiplyNTTs (𝑓, 𝑔)",alg::NIST.FIPS.203::11,"section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain > Algorithm 11 MultiplyNTTs (𝑓, 𝑔)",APPEARS_IN,NIST.FIPS.203,36,36,{}
"edge::APPEARS_IN::alg::NIST.FIPS.203::12::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain > Algorithm 12 BaseCaseMultiply (𝑎 0 , 𝑎 1 , 𝑏 0 , 𝑏 1 , 𝛾)",alg::NIST.FIPS.203::12,"section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > 4.3.1 Multiplication in the NTT Domain > Algorithm 12 BaseCaseMultiply (𝑎 0 , 𝑎 1 , 𝑏 0 , 𝑏 1 , 𝛾)",APPEARS_IN,NIST.FIPS.203,36,36,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::13::section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.1 K-PKE Key Generation > Algorithm 13 K-PKE . KeyGen (𝑑),alg::NIST.FIPS.203::13,section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.1 K-PKE Key Generation > Algorithm 13 K-PKE . KeyGen (𝑑),APPEARS_IN,NIST.FIPS.203,38,38,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::14::section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.2 K-PKE Encryption,alg::NIST.FIPS.203::14,section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.2 K-PKE Encryption,APPEARS_IN,NIST.FIPS.203,39,39,{}
"edge::APPEARS_IN::alg::NIST.FIPS.203::15::section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.3 K-PKE Decryption > Algorithm 15 K-PKE . Decrypt ( dk PKE , 𝑐)",alg::NIST.FIPS.203::15,"section::NIST.FIPS.203::5. The K-PKE Component Scheme > 5.3 K-PKE Decryption > Algorithm 15 K-PKE . Decrypt ( dk PKE , 𝑐)",APPEARS_IN,NIST.FIPS.203,40,40,{}
"edge::APPEARS_IN::alg::NIST.FIPS.203::16::section::NIST.FIPS.203::6. Main Internal Algorithms > 6.1 Internal Key Generation > Algorithm 16 ML-KEM . KeyGen \_ internal (𝑑,𝑧)",alg::NIST.FIPS.203::16,"section::NIST.FIPS.203::6. Main Internal Algorithms > 6.1 Internal Key Generation > Algorithm 16 ML-KEM . KeyGen \_ internal (𝑑,𝑧)",APPEARS_IN,NIST.FIPS.203,41,41,{}
"edge::APPEARS_IN::alg::NIST.FIPS.203::17::section::NIST.FIPS.203::6. Main Internal Algorithms > 6.2 Internal Encapsulation > Algorithm 17 ML-KEM . Encaps \_ internal ( ek , 𝑚)",alg::NIST.FIPS.203::17,"section::NIST.FIPS.203::6. Main Internal Algorithms > 6.2 Internal Encapsulation > Algorithm 17 ML-KEM . Encaps \_ internal ( ek , 𝑚)",APPEARS_IN,NIST.FIPS.203,42,42,{}
"edge::APPEARS_IN::alg::NIST.FIPS.203::18::section::NIST.FIPS.203::6. Main Internal Algorithms > 6.3 Internal Decapsulation > Algorithm 18 ML-KEM . Decaps \_ internal ( dk , 𝑐)",alg::NIST.FIPS.203::18,"section::NIST.FIPS.203::6. Main Internal Algorithms > 6.3 Internal Decapsulation > Algorithm 18 ML-KEM . Decaps \_ internal ( dk , 𝑐)",APPEARS_IN,NIST.FIPS.203,43,43,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::19::section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.1 ML-KEM Key Generation > Algorithm 19 ML-KEM . KeyGen (),alg::NIST.FIPS.203::19,section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.1 ML-KEM Key Generation > Algorithm 19 ML-KEM . KeyGen (),APPEARS_IN,NIST.FIPS.203,44,44,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::2::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.1 Cryptographic Functions,alg::NIST.FIPS.203::2,section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.1 Cryptographic Functions,APPEARS_IN,NIST.FIPS.203,28,28,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::20::section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.2 ML-KEM Encapsulation > Algorithm 20 ML-KEM . Encaps ( ek ),alg::NIST.FIPS.203::20,section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.2 ML-KEM Encapsulation > Algorithm 20 ML-KEM . Encaps ( ek ),APPEARS_IN,NIST.FIPS.203,46,46,{}
"edge::APPEARS_IN::alg::NIST.FIPS.203::21::section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.3 ML-KEM Decapsulation > Algorithm 21 ML-KEM . Decaps ( dk , 𝑐)",alg::NIST.FIPS.203::21,"section::NIST.FIPS.203::7. The ML-KEM Key-Encapsulation Mechanism > 7.3 ML-KEM Decapsulation > Algorithm 21 ML-KEM . Decaps ( dk , 𝑐)",APPEARS_IN,NIST.FIPS.203,47,47,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::3::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 3 BitsToBytes (𝑏),alg::NIST.FIPS.203::3,section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 3 BitsToBytes (𝑏),APPEARS_IN,NIST.FIPS.203,29,29,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::4::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 4 BytesToBits (𝐵),alg::NIST.FIPS.203::4,section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 4 BytesToBits (𝐵),APPEARS_IN,NIST.FIPS.203,29,29,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::5::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 5 ByteEncode (𝐹 ) 𝑑,alg::NIST.FIPS.203::5,section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 5 ByteEncode (𝐹 ) 𝑑,APPEARS_IN,NIST.FIPS.203,31,31,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::6::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 6 ByteDecode (𝐵) 𝑑,alg::NIST.FIPS.203::6,section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.1 Conversion and Compression Algorithms > Algorithm 6 ByteDecode (𝐵) 𝑑,APPEARS_IN,NIST.FIPS.203,31,31,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::7::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms > Algorithm 7 SampleNTT (𝐵),alg::NIST.FIPS.203::7,section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms > Algorithm 7 SampleNTT (𝐵),APPEARS_IN,NIST.FIPS.203,32,32,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::8::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms > Algorithm 8 SamplePolyCBD (𝐵) 𝜂,alg::NIST.FIPS.203::8,section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.2 General Algorithms > 4.2.2 Sampling Algorithms > Algorithm 8 SamplePolyCBD (𝐵) 𝜂,APPEARS_IN,NIST.FIPS.203,32,32,{}
edge::APPEARS_IN::alg::NIST.FIPS.203::9::section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > Algorithm 9 NTT (𝑓),alg::NIST.FIPS.203::9,section::NIST.FIPS.203::4. Auxiliary Algorithms > 4.3 The Number-Theoretic Transform > Algorithm 9 NTT (𝑓),APPEARS_IN,NIST.FIPS.203,35,35,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::1::section::NIST.FIPS.204::3. Overview of the ML-DSA Signature Scheme > 3.6 Additional Requirements,alg::NIST.FIPS.204::1,section::NIST.FIPS.204::3. Overview of the ML-DSA Signature Scheme > 3.6 Additional Requirements,APPEARS_IN,NIST.FIPS.204,22,22,{}
"edge::APPEARS_IN::alg::NIST.FIPS.204::10::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 10 BitsToInteger (𝑦, 𝛼)",alg::NIST.FIPS.204::10,"section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 10 BitsToInteger (𝑦, 𝛼)",APPEARS_IN,NIST.FIPS.204,38,38,{}
"edge::APPEARS_IN::alg::NIST.FIPS.204::11::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 11 IntegerToBytes (𝑥, 𝛼)",alg::NIST.FIPS.204::11,"section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 11 IntegerToBytes (𝑥, 𝛼)",APPEARS_IN,NIST.FIPS.204,38,38,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::12::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 12 BitsToBytes (𝑦),alg::NIST.FIPS.204::12,section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 12 BitsToBytes (𝑦),APPEARS_IN,NIST.FIPS.204,39,39,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::13::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 13 BytesToBits (𝑧),alg::NIST.FIPS.204::13,section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 13 BytesToBits (𝑧),APPEARS_IN,NIST.FIPS.204,39,39,{}
"edge::APPEARS_IN::alg::NIST.FIPS.204::14::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 14 CoeffFromThreeBytes (𝑏 0 , 𝑏 1 , 𝑏 2 ) Generates an element of {0, 1, 2, … , 𝑞 -1} ∪ {⊥} . Input : Bytes 𝑏 0 , 𝑏 1 , 𝑏 2 . Output : An integer modulo 𝑞 or ⊥ . 1: 𝑏 ′ 2 ← 𝑏 2 2: ′ if 𝑏 2 > 127 then 3: 𝑏 ′ 2 ← 𝑏 ′ 2 128 ▷ set the top bit of 𝑏 ′ 2 to zero 4: end if 5: 𝑧 ← 2 16 ⋅ 𝑏 ′ 2 + 2 8 ⋅ 𝑏 1 + 𝑏 0 ▷ 0 ≤ 𝑧 ≤ 2 23 -1 6: if 𝑧 < 𝑞 then return 𝑧 ▷ rejection sampling 7: else return ⊥ 8: end if",alg::NIST.FIPS.204::14,"section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 14 CoeffFromThreeBytes (𝑏 0 , 𝑏 1 , 𝑏 2 ) Generates an element of {0, 1, 2, … , 𝑞 -1} ∪ {⊥} . Input : Bytes 𝑏 0 , 𝑏 1 , 𝑏 2 . Output : An integer modulo 𝑞 or ⊥ . 1: 𝑏 ′ 2 ← 𝑏 2 2: ′ if 𝑏 2 > 127 then 3: 𝑏 ′ 2 ← 𝑏 ′ 2 128 ▷ set the top bit of 𝑏 ′ 2 to zero 4: end if 5: 𝑧 ← 2 16 ⋅ 𝑏 ′ 2 + 2 8 ⋅ 𝑏 1 + 𝑏 0 ▷ 0 ≤ 𝑧 ≤ 2 23 -1 6: if 𝑧 < 𝑞 then return 𝑧 ▷ rejection sampling 7: else return ⊥ 8: end if",APPEARS_IN,NIST.FIPS.204,39,39,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::15::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 15 CoeffFromHalfByte (𝑏),alg::NIST.FIPS.204::15,section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 15 CoeffFromHalfByte (𝑏),APPEARS_IN,NIST.FIPS.204,40,40,{}
"edge::APPEARS_IN::alg::NIST.FIPS.204::16::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 16 SimpleBitPack (𝑤,",alg::NIST.FIPS.204::16,"section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 16 SimpleBitPack (𝑤,",APPEARS_IN,NIST.FIPS.204,40,40,{}
"edge::APPEARS_IN::alg::NIST.FIPS.204::17::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 17 BitPack (𝑤, 𝑎,",alg::NIST.FIPS.204::17,"section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 17 BitPack (𝑤, 𝑎,",APPEARS_IN,NIST.FIPS.204,40,40,{}
"edge::APPEARS_IN::alg::NIST.FIPS.204::18::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 17 BitPack (𝑤, 𝑎,",alg::NIST.FIPS.204::18,"section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 17 BitPack (𝑤, 𝑎,",APPEARS_IN,NIST.FIPS.204,41,41,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::2::section::NIST.FIPS.204::5. External Functions > 5.2 ML-DSA Signing,alg::NIST.FIPS.204::2,section::NIST.FIPS.204::5. External Functions > 5.2 ML-DSA Signing,APPEARS_IN,NIST.FIPS.204,28,28,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::20::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 20 HintBitPack (𝐡),alg::NIST.FIPS.204::20,section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 20 HintBitPack (𝐡),APPEARS_IN,NIST.FIPS.204,42,42,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::21::section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 21 HintBitUnpack (𝑦),alg::NIST.FIPS.204::21,section::NIST.FIPS.204::7. Auxiliary Functions > 7.1 Conversion Between Data Types > Algorithm 21 HintBitUnpack (𝑦),APPEARS_IN,NIST.FIPS.204,42,42,{}
"edge::APPEARS_IN::alg::NIST.FIPS.204::22::section::NIST.FIPS.204::7. Auxiliary Functions > 7.2 Encodings of ML-DSA Keys and Signatures > Algorithm 22 pkEncode (𝜌, 𝐭",alg::NIST.FIPS.204::22,"section::NIST.FIPS.204::7. Auxiliary Functions > 7.2 Encodings of ML-DSA Keys and Signatures > Algorithm 22 pkEncode (𝜌, 𝐭",APPEARS_IN,NIST.FIPS.204,43,43,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::23::section::NIST.FIPS.204::7. Auxiliary Functions > 7.2 Encodings of ML-DSA Keys and Signatures > Algorithm 23 pkDecode,alg::NIST.FIPS.204::23,section::NIST.FIPS.204::7. Auxiliary Functions > 7.2 Encodings of ML-DSA Keys and Signatures > Algorithm 23 pkDecode,APPEARS_IN,NIST.FIPS.204,43,43,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::24::section::NIST.FIPS.204::7. Auxiliary Functions > 7.2 Encodings of ML-DSA Keys and Signatures > Algorithm 23 pkDecode,alg::NIST.FIPS.204::24,section::NIST.FIPS.204::7. Auxiliary Functions > 7.2 Encodings of ML-DSA Keys and Signatures > Algorithm 23 pkDecode,APPEARS_IN,NIST.FIPS.204,44,44,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::26::section::NIST.FIPS.204::7. Auxiliary Functions > 7.2 Encodings of ML-DSA Keys and Signatures > Algorithm 23 pkDecode,alg::NIST.FIPS.204::26,section::NIST.FIPS.204::7. Auxiliary Functions > 7.2 Encodings of ML-DSA Keys and Signatures > Algorithm 23 pkDecode,APPEARS_IN,NIST.FIPS.204,45,45,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::29::section::NIST.FIPS.204::7. Auxiliary Functions > 7.3 Pseudorandom Sampling > Algorithm 29 SampleInBall (𝜌),alg::NIST.FIPS.204::29,section::NIST.FIPS.204::7. Auxiliary Functions > 7.3 Pseudorandom Sampling > Algorithm 29 SampleInBall (𝜌),APPEARS_IN,NIST.FIPS.204,46,46,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::3::section::NIST.FIPS.204::3. Overview of the ML-DSA Signature Scheme > 3.6 Additional Requirements > 3.6.2 Public-Key and Signature Length Checks,alg::NIST.FIPS.204::3,section::NIST.FIPS.204::3. Overview of the ML-DSA Signature Scheme > 3.6 Additional Requirements > 3.6.2 Public-Key and Signature Length Checks,APPEARS_IN,NIST.FIPS.204,22,22,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::30::section::NIST.FIPS.204::7. Auxiliary Functions > 7.3 Pseudorandom Sampling > Algorithm 30 RejNTTPoly (𝜌),alg::NIST.FIPS.204::30,section::NIST.FIPS.204::7. Auxiliary Functions > 7.3 Pseudorandom Sampling > Algorithm 30 RejNTTPoly (𝜌),APPEARS_IN,NIST.FIPS.204,47,47,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::31::section::NIST.FIPS.204::7. Auxiliary Functions > 7.3 Pseudorandom Sampling > Algorithm 31 RejBoundedPoly (𝜌),alg::NIST.FIPS.204::31,section::NIST.FIPS.204::7. Auxiliary Functions > 7.3 Pseudorandom Sampling > Algorithm 31 RejBoundedPoly (𝜌),APPEARS_IN,NIST.FIPS.204,47,47,{}
"edge::APPEARS_IN::alg::NIST.FIPS.204::32::section::NIST.FIPS.204::7. Auxiliary Functions > Output : A polynomial 𝑎 ∈ 𝑅 . > Algorithm 32 ExpandA (𝜌) Samples a 𝑘 × ℓ matrix 𝐀 ̂ of elements of 𝑇 𝑞 . Input : A seed 𝜌 ∈ 𝔹 32 . Output : Matrix 𝐀 ∈ (𝑇 𝑞 ) 𝑘×ℓ . 1: for 𝑟 from 0 to 𝑘 -1 do 2: for 𝑠 from 0 to ℓ - 1 do 3: 𝜌 ′ ← 𝜌|| IntegerToBytes (𝑠, 1)|| IntegerToBytes (𝑟, 1) 4: 𝐀[𝑟, 𝑠] ← RejNTTPoly (𝜌 ′ ) ▷ seed 𝜌 ′ depends on 𝑠 and 𝑟 5: end for 6: end for 7: return 𝐀 ̂ Algorithm 33 ExpandS (𝜌) Samples vectors 𝐬 1 ∈ 𝑅 ℓ and 𝐬 2 ∈ 𝑅 𝑘 , each with polynomial coordinates whose coefficients are in the interval [-𝜂, 𝜂] . Input : A seed 𝜌 ∈ 𝔹 64 . Output : Vectors 𝐬 1 , 𝐬 2 of polynomials in 𝑅 . 1: for 𝑟 from 0 to ℓ - 1 do 2: 𝐬 𝟏 [𝑟] ← RejBoundedPoly (𝜌|| IntegerToBytes (𝑟, 2)) ▷ seed depends on 𝑟 3: end for 4: for 𝑟 from 0 to 𝑘 -1 do 5: 𝐬 𝟐 [𝑟] ← RejBoundedPoly (𝜌|| IntegerToBytes (𝑟 + ℓ, 2)) ▷ seed depends on 𝑟 +ℓ 6: end for 7: return (𝐬 𝟏 , 𝐬 𝟐 ) Algorithm 34 ExpandMask (𝜌, 𝜇) Samples a vector 𝐲 ∈ 𝑅 ℓ such that each polynomial 𝐲[𝑟] has coefficients between -𝛾1 +1 and 𝛾 1 . Input : A seed 𝜌 ∈ 𝔹 64 and a nonnegative integer 𝜇 . Output : Vector 𝐲 ∈ 𝑅 ℓ . 1: 𝑐 ← 1 + bitlen (𝛾 1 -1) ▷𝛾1 is always a power of 2 2: for 𝑟 from 0 to ℓ - 1 do 3: 𝜌 ′ ← 𝜌|| IntegerToBytes (𝜇 + 𝑟, 2) 4: 𝑣 ← H (𝜌 ′ , 32𝑐) ▷ seed depends on 𝜇 + 𝑟 5: 𝐲[𝑟] ← BitUnpack (𝑣, 𝛾 1 -1, 𝛾 1 ) 6: end for 7: return 𝐲",alg::NIST.FIPS.204::32,"section::NIST.FIPS.204::7. Auxiliary Functions > Output : A polynomial 𝑎 ∈ 𝑅 . > Algorithm 32 ExpandA (𝜌) Samples a 𝑘 × ℓ matrix 𝐀 ̂ of elements of 𝑇 𝑞 . Input : A seed 𝜌 ∈ 𝔹 32 . Output : Matrix 𝐀 ∈ (𝑇 𝑞 ) 𝑘×ℓ . 1: for 𝑟 from 0 to 𝑘 -1 do 2: for 𝑠 from 0 to ℓ - 1 do 3: 𝜌 ′ ← 𝜌|| IntegerToBytes (𝑠, 1)|| IntegerToBytes (𝑟, 1) 4: 𝐀[𝑟, 𝑠] ← RejNTTPoly (𝜌 ′ ) ▷ seed 𝜌 ′ depends on 𝑠 and 𝑟 5: end for 6: end for 7: return 𝐀 ̂ Algorithm 33 ExpandS (𝜌) Samples vectors 𝐬 1 ∈ 𝑅 ℓ and 𝐬 2 ∈ 𝑅 𝑘 , each with polynomial coordinates whose coefficients are in the interval [-𝜂, 𝜂] . Input : A seed 𝜌 ∈ 𝔹 64 . Output : Vectors 𝐬 1 , 𝐬 2 of polynomials in 𝑅 . 1: for 𝑟 from 0 to ℓ - 1 do 2: 𝐬 𝟏 [𝑟] ← RejBoundedPoly (𝜌|| IntegerToBytes (𝑟, 2)) ▷ seed depends on 𝑟 3: end for 4: for 𝑟 from 0 to 𝑘 -1 do 5: 𝐬 𝟐 [𝑟] ← RejBoundedPoly (𝜌|| IntegerToBytes (𝑟 + ℓ, 2)) ▷ seed depends on 𝑟 +ℓ 6: end for 7: return (𝐬 𝟏 , 𝐬 𝟐 ) Algorithm 34 ExpandMask (𝜌, 𝜇) Samples a vector 𝐲 ∈ 𝑅 ℓ such that each polynomial 𝐲[𝑟] has coefficients between -𝛾1 +1 and 𝛾 1 . Input : A seed 𝜌 ∈ 𝔹 64 and a nonnegative integer 𝜇 . Output : Vector 𝐲 ∈ 𝑅 ℓ . 1: 𝑐 ← 1 + bitlen (𝛾 1 -1) ▷𝛾1 is always a power of 2 2: for 𝑟 from 0 to ℓ - 1 do 3: 𝜌 ′ ← 𝜌|| IntegerToBytes (𝜇 + 𝑟, 2) 4: 𝑣 ← H (𝜌 ′ , 32𝑐) ▷ seed depends on 𝜇 + 𝑟 5: 𝐲[𝑟] ← BitUnpack (𝑣, 𝛾 1 -1, 𝛾 1 ) 6: end for 7: return 𝐲",APPEARS_IN,NIST.FIPS.204,48,48,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::35::section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 35 Power2Round (𝑟),alg::NIST.FIPS.204::35,section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 35 Power2Round (𝑟),APPEARS_IN,NIST.FIPS.204,50,50,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::36::section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 35 Power2Round (𝑟),alg::NIST.FIPS.204::36,section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 35 Power2Round (𝑟),APPEARS_IN,NIST.FIPS.204,50,50,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::38::section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 38 LowBits,alg::NIST.FIPS.204::38,section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 38 LowBits,APPEARS_IN,NIST.FIPS.204,51,51,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::39::section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 38 LowBits,alg::NIST.FIPS.204::39,section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 38 LowBits,APPEARS_IN,NIST.FIPS.204,51,51,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::4::section::NIST.FIPS.204::5. External Functions > 5.4 Pre-Hash ML-DSA > 5.4.1 HashML-DSA Signing and Verifying,alg::NIST.FIPS.204::4,section::NIST.FIPS.204::5. External Functions > 5.4 Pre-Hash ML-DSA > 5.4.1 HashML-DSA Signing and Verifying,APPEARS_IN,NIST.FIPS.204,30,30,{}
"edge::APPEARS_IN::alg::NIST.FIPS.204::40::section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 40 UseHint (ℎ, 𝑟)",alg::NIST.FIPS.204::40,"section::NIST.FIPS.204::7. Auxiliary Functions > 7.4 High-Order and Low-Order Bits and Hints > Algorithm 40 UseHint (ℎ, 𝑟)",APPEARS_IN,NIST.FIPS.204,51,51,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::41::section::NIST.FIPS.204::7. Auxiliary Functions > -1 7.5 NTT and NTT > Algorithm 41 NTT (𝑤),alg::NIST.FIPS.204::41,section::NIST.FIPS.204::7. Auxiliary Functions > -1 7.5 NTT and NTT > Algorithm 41 NTT (𝑤),APPEARS_IN,NIST.FIPS.204,53,53,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::42::section::NIST.FIPS.204::7. Auxiliary Functions > -1 7.5 NTT and NTT > Algorithm 42 NTT -1 (𝑤) ̂,alg::NIST.FIPS.204::42,section::NIST.FIPS.204::7. Auxiliary Functions > -1 7.5 NTT and NTT > Algorithm 42 NTT -1 (𝑤) ̂,APPEARS_IN,NIST.FIPS.204,54,54,{}
edge::APPEARS_IN::alg::NIST.FIPS.204::43::section::NIST.FIPS.204::7. Auxiliary Functions > -1 7.5 NTT and NTT > Algorithm 43 BitRev 8 (𝑚),alg::NIST.FIPS.204::43,section::NIST.FIPS.204::7. Auxiliary Functions > -1 7.5 NTT and NTT > Algorithm 43 BitRev 8 (𝑚),APPEARS_IN,NIST.FIPS.204,54,54,{}
